case,cores,single,current,current_seconds,current_winner,previous,previous_seconds,previous_winner,ops,components,largest_component_fraction,critical_fraction,dominant_pipe_fraction,shared_input_fraction,tensor_bytes_per_cycle,fanout_max,oracle,oracle_gain,oracle_pool_seconds,fold,chosen,offline_cv,offline_seconds
case_056,5,277285,186638,50.68009775131941,grain_0.25,186638,46.364502400159836,grain_0.25,7678,19,0.9721281583745767,0.0364406622295202,0.6524488751064411,0.5525762213013371,14.427541787255716,9,186638,0,97.04460015147924,4,current,186638,50.68009775131941
case_057,2,59726,30047,1.5133262999588624,region_boundary_1339_0,30047,3.3087512720376253,region_boundary_1339_0,865,21,0.223121387283237,0.13288006880101255,0.7718207928343096,0.9603788608031184,25.811705908124686,6,30047,0,4.822077571996488,4,current,30047,1.5133262999588624
case_057,3,59726,20691,1.5696903000352904,region_repartition_2_0,20691,4.224649924784899,region_repartition_2_0,865,21,0.223121387283237,0.13288006880101255,0.7718207928343096,0.9603788608031184,25.811705908124686,6,20691,0,5.794340224820189,4,current,20691,1.5696903000352904
case_057,4,59726,16471,1.49411600001622,region_repartition_2_0,16471,4.321961609646678,region_repartition_2_0,865,21,0.223121387283237,0.13288006880101255,0.7718207928343096,0.9603788608031184,25.811705908124686,6,16471,0,5.816077609662898,4,current,16471,1.49411600001622
case_057,5,59726,14319,1.66900330001954,region_boundary_1319_0,22616,3.226296404376626,region_boundary_271_0,865,21,0.223121387283237,0.13288006880101255,0.7718207928343096,0.9603788608031184,25.811705908124686,6,14319,0,4.895299704396166,4,current,14319,1.66900330001954
case_058,2,4539717,2268326,190.995732113719,directed_split,2658985,281.2463957853615,random_boundary,16575,255,0.00392156862745098,0.00015977554320472046,0.933588203167668,1.0,15.959227680149066,1,2268326,0,472.2421278990805,4,current,2268326,190.995732113719
case_058,3,4539717,1532367,183.14055340364575,directed_split,1910788,321.6399128418416,local_reschedule,16575,255,0.00392156862745098,0.00015977554320472046,0.933588203167668,1.0,15.959227680149066,1,1532367,0,504.78046624548733,4,current,1532367,183.14055340364575
case_058,4,4539717,1152464,194.76403134875,local_reschedule,1624923,308.9394502937794,region_boundary_5099_0,16575,255,0.00392156862745098,0.00015977554320472046,0.933588203167668,1.0,15.959227680149066,1,1152464,0,503.70348164252937,4,current,1152464,194.76403134875
case_058,5,4539717,1002440,183.0439865346998,directed_split,1524911,311.63344384916127,local_reschedule,16575,255,0.00392156862745098,0.00015977554320472046,0.933588203167668,1.0,15.959227680149066,1,1002440,0,494.67743038386106,4,current,1002440,183.0439865346998
case_059,2,829473,369318,16.699013905599713,structural_component_lpt,369318,15.29641218855977,structural_component_lpt,2752,64,0.015625,0.002524001828710759,0.8783907345321549,1.0,14.707711063700092,1,369318,0,31.995426094159484,2,current,369318,16.699013905599713
case_059,3,829473,254823,19.196732027456164,directed_split,254823,20.35013633593917,directed_split,2752,64,0.015625,0.002524001828710759,0.8783907345321549,1.0,14.707711063700092,1,254823,0,39.54686836339533,2,current,254823,19.196732027456164
case_059,4,829473,185216,17.64218478836119,structural_component_lpt,185216,16.9604705106467,structural_component_lpt,2752,64,0.015625,0.002524001828710759,0.8783907345321549,1.0,14.707711063700092,1,185216,0,34.60265529900789,2,current,185216,17.64218478836119
case_059,5,829473,150782,17.915748355910182,structural_component_lpt,150782,18.89492883719504,structural_component_lpt,2752,64,0.015625,0.002524001828710759,0.8783907345321549,1.0,14.707711063700092,1,150782,0,36.81067719310522,2,current,150782,17.915748355910182
case_060,2,888789,441525,45.33182342350483,structural_component_lpt,441525,51.26753134839237,structural_component_lpt,5281,89,0.03465252793031623,0.004278651721573682,0.7247464456097028,0.9619331328309337,19.12714699865462,10,441525,0,96.5993547718972,1,current,441525,45.33182342350483
case_060,3,888789,295983,43.67905004695058,structural_component_lpt,295983,50.25348993577063,structural_component_lpt,5281,89,0.03465252793031623,0.004278651721573682,0.7247464456097028,0.9619331328309337,19.12714699865462,10,295983,0,93.93253998272121,1,current,295983,43.67905004695058
case_060,4,888789,223107,43.9878565967083,structural_component_lpt,223107,51.74814433977008,structural_component_lpt,5281,89,0.03465252793031623,0.004278651721573682,0.7247464456097028,0.9619331328309337,19.12714699865462,10,223107,0,95.73600093647838,1,current,223107,43.9878565967083
case_060,5,888789,180081,46.071565395221114,structural_component_lpt,180081,51.91728323698044,structural_component_lpt,5281,89,0.03465252793031623,0.004278651721573682,0.7247464456097028,0.9619331328309337,19.12714699865462,10,180081,0,97.98884863220155,1,current,180081,46.071565395221114
case_061,2,77191,39298,2.1691745000425726,structural_component_pipe,39298,4.5082881059497595,structural_component_pipe,1115,40,0.14977578475336323,0.11618936058488508,0.7215736963283111,0.3868310185355381,16.780526719715635,6,39298,0,6.677462605992332,4,current,39298,2.1691745000425726
case_061,3,77191,28342,2.2031986999791116,structural_component_pipe,28342,6.377760462462902,structural_component_pipe,1115,40,0.14977578475336323,0.11618936058488508,0.7215736963283111,0.3868310185355381,16.780526719715635,6,28342,0,8.580959162442014,4,current,28342,2.2031986999791116
case_061,4,77191,24024,2.11548560007941,structural_component_lpt,24024,5.328355556353927,structural_component_lpt,1115,40,0.14977578475336323,0.11618936058488508,0.7215736963283111,0.3868310185355381,16.780526719715635,6,24024,0,7.443841156433336,4,current,24024,2.11548560007941
case_061,5,77191,21941,2.3113957000896335,region_boundary_2393_0,27573,4.130979243665934,directed_split,1115,40,0.14977578475336323,0.11618936058488508,0.7215736963283111,0.3868310185355381,16.780526719715635,6,21941,0,6.442374943755567,4,current,21941,2.3113957000896335
case_062,2,2854809,1463796,104.97347440384328,local_reschedule,1463796,83.49547012522817,local_reschedule,19636,1,1.0,0.0010361703145175432,0.8695860101066458,0.75,14.466850520476319,1,1463796,0,188.46894452907145,3,current,1463796,104.97347440384328
case_062,3,2854809,982412,103.30106843262911,region_boundary_1250_0,982412,92.87914712354541,region_boundary_1250_0,19636,1,1.0,0.0010361703145175432,0.8695860101066458,0.75,14.466850520476319,1,982412,0,196.18021555617452,3,current,982412,103.30106843262911
case_062,4,2854809,744188,100.27317383699119,local_reschedule,744188,92.29568460397422,local_reschedule,19636,1,1.0,0.0010361703145175432,0.8695860101066458,0.75,14.466850520476319,1,744188,0,192.5688584409654,3,current,744188,100.27317383699119
case_062,5,2854809,605685,89.32005308009684,region_boundary_1250_0,605685,91.3784513566643,region_boundary_1250_0,19636,1,1.0,0.0010361703145175432,0.8695860101066458,0.75,14.466850520476319,1,605685,0,180.69850443676114,3,current,605685,89.32005308009684
case_063,2,1070397,552512,35.33341035991907,greedy,552512,30.63951462879777,greedy,7360,1,1.0,0.0027002891648239494,0.8696206837897602,0.75,14.462323524408912,1,552512,0,65.97292498871684,4,current,552512,35.33341035991907
case_063,3,1070397,371366,34.73365565389395,greedy,371366,27.389530083164573,greedy,7360,1,1.0,0.0027002891648239494,0.8696206837897602,0.75,14.462323524408912,1,371366,0,62.12318573705852,4,current,371366,34.73365565389395
case_063,4,1070397,283231,35.5880524571985,directed_split,283231,31.02710304223001,directed_split,7360,1,1.0,0.0027002891648239494,0.8696206837897602,0.75,14.462323524408912,1,283231,0,66.61515549942851,4,current,283231,35.5880524571985
case_063,5,1070397,229053,34.52577132731676,local_reschedule,229053,30.871381882578135,local_reschedule,7360,1,1.0,0.0027002891648239494,0.8696206837897602,0.75,14.462323524408912,1,229053,0,65.3971532098949,4,current,229053,34.52577132731676
case_064,2,19116,19089,1.2540491999825463,random_split,19089,2.628103407099843,random_split,906,1,1.0,0.15304528891202498,0.6829776158250911,0.39632811184099714,12.506246746486205,4,19089,0,3.8821526070823893,1,current,19089,1.2540491999825463
case_064,3,19116,19089,1.1705932000186294,random_split,19089,1.9395068883895874,random_split,906,1,1.0,0.15304528891202498,0.6829776158250911,0.39632811184099714,12.506246746486205,4,19089,0,3.110100088408217,1,current,19089,1.1705932000186294
case_064,4,19116,19076,1.229277400067076,directed_split,19076,2.2859187722206116,directed_split,906,1,1.0,0.15304528891202498,0.6829776158250911,0.39632811184099714,12.506246746486205,4,19076,0,3.5151961722876877,1,current,19076,1.229277400067076
case_064,5,19116,19083,1.1409741999814287,multilevel,19083,2.3645729515701532,multilevel,906,1,1.0,0.15304528891202498,0.6829776158250911,0.39632811184099714,12.506246746486205,4,19083,0,3.505547151551582,1,current,19083,1.1409741999814287
case_065,2,53068,26410,1.1236028999555856,directed_split,26410,3.354193380102515,directed_split,704,42,0.08664772727272728,0.021894146560974766,0.5108864965903978,0.44637661817696517,20.41569455502094,5,26410,0,4.477796280058101,2,current,26410,1.1236028999555856
case_065,3,53068,17964,1.163730000029318,structural_component_lpt,17964,3.5058201514184475,structural_component_lpt,704,42,0.08664772727272728,0.021894146560974766,0.5108864965903978,0.44637661817696517,20.41569455502094,5,17964,0,4.6695501514477655,2,current,17964,1.163730000029318
case_065,4,53068,13800,1.2603858000366017,structural_component_lpt,13800,3.6794059816747904,structural_component_lpt,704,42,0.08664772727272728,0.021894146560974766,0.5108864965903978,0.44637661817696517,20.41569455502094,5,13800,0,4.939791781711392,2,current,13800,1.2603858000366017
case_065,5,53068,10949,1.227469899924472,directed_split,10949,3.4248014204204082,directed_split,704,42,0.08664772727272728,0.021894146560974766,0.5108864965903978,0.44637661817696517,20.41569455502094,5,10949,0,4.65227132034488,2,current,10949,1.227469899924472
case_066,2,359070,242005,46.129369378089905,local_reschedule,242005,30.473591586574912,local_reschedule,5962,28,0.6164038913116404,0.07320999961396712,0.6124161797732397,0.7644667204093792,12.302536235997794,9,242005,0,76.60296096466482,1,current,242005,46.129369378089905
case_066,3,359070,176353,41.16152846440673,directed_split,176353,27.56209204904735,directed_split,5962,28,0.6164038913116404,0.07320999961396712,0.6124161797732397,0.7644667204093792,12.302536235997794,9,176353,0,68.72362051345408,1,current,176353,41.16152846440673
case_066,4,359070,162001,41.6738965138793,grain_0.25,162001,30.72269800119102,grain_0.25,5962,28,0.6164038913116404,0.07320999961396712,0.6124161797732397,0.7644667204093792,12.302536235997794,9,162001,0,72.39659451507032,1,current,162001,41.6738965138793
case_066,5,359070,140194,41.888664254918694,grain_0.25,140194,29.002762474119663,grain_0.25,5962,28,0.6164038913116404,0.07320999961396712,0.6124161797732397,0.7644667204093792,12.302536235997794,9,140194,0,70.89142672903836,1,current,140194,41.888664254918694
case_067,2,63834834,32203165,73.88835776410997,local_reschedule,32203165,40.21580225229263,local_reschedule,8804,71,0.014084507042253521,0.014084507042253521,0.9614757137560253,0.7618635851479182,0.9980729762333735,2,32203165,0,114.1041600164026,3,current,32203165,73.88835776410997
case_067,3,63834834,21585693,72.72874363139272,grain_0.25,21585693,48.114103792235255,grain_0.25,8804,71,0.014084507042253521,0.014084507042253521,0.9614757137560253,0.7618635851479182,0.9980729762333735,2,21585693,0,120.84284742362797,3,current,21585693,72.72874363139272
case_067,4,63834834,16358776,76.50464714877307,directed_split,16358776,49.46107230708003,directed_split,8804,71,0.014084507042253521,0.014084507042253521,0.9614757137560253,0.7618635851479182,0.9980729762333735,2,16358776,0,125.9657194558531,3,current,16358776,76.50464714877307
case_067,5,63834834,13455316,76.66601826436818,local_reschedule,13455316,50.67834637872875,local_reschedule,8804,71,0.014084507042253521,0.014084507042253521,0.9614757137560253,0.7618635851479182,0.9980729762333735,2,13455316,0,127.34436464309692,3,current,13455316,76.66601826436818
case_068,2,362095,243395,37.05104052089155,grain_0.5,243395,23.875700967386365,grain_0.5,5351,32,0.7804148757241637,0.11966161214669747,0.6168966089396405,0.3969796793692203,17.744713308915124,9,243395,0,60.92674148827791,4,current,243395,37.05104052089155
case_068,3,362095,224168,33.176543828099966,local_reschedule,224168,23.303002825006843,local_reschedule,5351,32,0.7804148757241637,0.11966161214669747,0.6168966089396405,0.3969796793692203,17.744713308915124,9,224168,0,56.47954665310681,4,current,224168,33.176543828099966
case_068,4,362095,225518,36.61579751223326,directed_split,225518,26.043951673433185,directed_split,5351,32,0.7804148757241637,0.11966161214669747,0.6168966089396405,0.3969796793692203,17.744713308915124,9,225518,0,62.65974918566644,4,current,225518,36.61579751223326
case_068,5,362095,226325,35.58862015046179,directed_split,226325,22.979230558499694,directed_split,5351,32,0.7804148757241637,0.11966161214669747,0.6168966089396405,0.3969796793692203,17.744713308915124,9,226325,0,58.56785070896149,4,current,226325,35.58862015046179
case_069,2,25144,21862,1.506148700020276,directed_split,21862,3.7311807554215193,directed_split,1032,1,1.0,0.07189787873099306,0.5216819973718791,0.7569748430989927,26.616794943995995,6,21862,0,5.237329455441795,0,current,21862,1.506148700020276
case_069,3,25144,21862,1.4588724999921396,directed_split,21862,3.689725810661912,directed_split,1032,1,1.0,0.07189787873099306,0.5216819973718791,0.7569748430989927,26.616794943995995,6,21862,0,5.148598310654052,0,current,21862,1.4588724999921396
case_069,4,25144,21862,1.5926602999679744,directed_split,21862,3.455074816942215,directed_split,1032,1,1.0,0.07189787873099306,0.5216819973718791,0.7569748430989927,26.616794943995995,6,21862,0,5.047735116910189,0,current,21862,1.5926602999679744
case_069,5,25144,24830,1.4063739000121132,directed_split,24830,2.7816421296447515,directed_split,1032,1,1.0,0.07189787873099306,0.5216819973718791,0.7569748430989927,26.616794943995995,6,24830,0,4.188016029656865,0,current,24830,1.4063739000121132
case_070,2,117300,58498,2.137890400015749,structural_component_pipe,58498,4.858609851449728,structural_component_pipe,1191,38,0.23929471032745592,0.029155818937617768,0.6604433065316514,0.5768188292232136,15.162133394703911,14,58498,0,6.996500251465477,4,current,58498,2.137890400015749
case_070,3,117300,39333,2.2083732000319287,structural_component_lpt,39333,5.680318085476756,structural_component_lpt,1191,38,0.23929471032745592,0.029155818937617768,0.6604433065316514,0.5768188292232136,15.162133394703911,14,39333,0,7.888691285508685,4,current,39333,2.2083732000319287
case_070,4,117300,30080,2.01618779997807,structural_component_lpt,30080,5.601515967398882,structural_component_lpt,1191,38,0.23929471032745592,0.029155818937617768,0.6604433065316514,0.5768188292232136,15.162133394703911,14,30080,0,7.617703767376952,4,current,30080,2.01618779997807
case_070,5,117300,25374,2.1877113999798894,structural_component_lpt,25374,4.663327291607857,structural_component_lpt,1191,38,0.23929471032745592,0.029155818937617768,0.6604433065316514,0.5768188292232136,15.162133394703911,14,25374,0,6.851038691587746,4,current,25374,2.1877113999798894
case_071,2,18919,18901,1.0135789999039844,multilevel,18901,2.222032720223069,multilevel,741,1,1.0,0.09783719346049047,0.5336341961852861,0.7519513376756204,27.587448910081743,6,18901,0,3.2356117201270536,1,current,18901,1.0135789999039844
case_071,3,18919,18757,0.9608735999790952,directed_split,18757,2.2478637024760246,directed_split,741,1,1.0,0.09783719346049047,0.5336341961852861,0.7519513376756204,27.587448910081743,6,18757,0,3.20873730245512,1,current,18757,0.9608735999790952
case_071,4,18919,18449,1.0858320000115782,region_boundary_739_0,18449,2.415765827521682,region_boundary_739_0,741,1,1.0,0.09783719346049047,0.5336341961852861,0.7519513376756204,27.587448910081743,6,18449,0,3.50159782753326,1,current,18449,1.0858320000115782
case_071,5,18919,18757,1.0110095998970792,directed_split,18757,2.0675584748387337,directed_split,741,1,1.0,0.09783719346049047,0.5336341961852861,0.7519513376756204,27.587448910081743,6,18757,0,3.078568074735813,1,current,18757,1.0110095998970792
case_072,2,23897828,11841342,279.8570448756218,local_reschedule,12769723,276.8406271971762,multilevel,29666,476,0.2069709431672622,0.001297597816359791,0.9306633104258015,0.996053729710414,7.770465792073507,9,11841342,0,556.697672072798,3,current,11841342,279.8570448756218
case_072,3,23897828,7929522,305.4602858759463,directed_split,8956496,289.3506772071123,local_reschedule,29666,476,0.2069709431672622,0.001297597816359791,0.9306633104258015,0.996053729710414,7.770465792073507,9,7929522,0,594.8109630830586,3,current,7929522,305.4602858759463
case_072,4,23897828,5990048,353.9033976867795,directed_split,7126265,293.9505778271705,region_boundary_22433_0,29666,476,0.2069709431672622,0.001297597816359791,0.9306633104258015,0.996053729710414,7.770465792073507,9,5990048,0,647.85397551395,3,current,5990048,353.9033976867795
case_072,5,23897828,4830220,363.85866411589086,directed_split,6027316,284.07901611737907,directed_split,29666,476,0.2069709431672622,0.001297597816359791,0.9306633104258015,0.996053729710414,7.770465792073507,9,4830220,0,647.9376802332699,3,current,4830220,363.85866411589086
case_073,2,10081626,5168597,38.46436536312103,directed_split,5168597,22.85014803148806,directed_split,4836,39,0.02564102564102564,0.02564102564102564,0.9501598372566115,0.95884312238235,1.3516494161655452,2,5168597,0,61.314513394609094,2,current,5168597,38.46436536312103
case_073,3,10081626,3836078,32.807995507493615,directed_split,3836078,19.822457663714886,directed_split,4836,39,0.02564102564102564,0.02564102564102564,0.9501598372566115,0.95884312238235,1.3516494161655452,2,3836078,0,52.6304531712085,2,current,3836078,32.807995507493615
case_073,4,10081626,3249411,36.494518265128136,grain_1.0,3249411,23.143988464027643,grain_1.0,4836,39,0.02564102564102564,0.02564102564102564,0.9501598372566115,0.95884312238235,1.3516494161655452,2,3249411,0,59.63850672915578,2,current,3249411,36.494518265128136
case_073,5,10081626,3017992,36.15908221527934,local_reschedule,3017992,20.474597200751305,local_reschedule,4836,39,0.02564102564102564,0.02564102564102564,0.9501598372566115,0.95884312238235,1.3516494161655452,2,3017992,0,56.633679416030645,2,current,3017992,36.15908221527934
case_074,2,1682239,831774,29.453089168295264,directed_split,831774,26.63604380004108,directed_split,3609,73,0.07453588251593239,0.0017386227363030728,0.8883929073642007,0.7201721365823072,10.564408350788932,11,831774,0,56.089132968336344,3,current,831774,29.453089168295264
case_074,3,1682239,551928,29.266624752432108,directed_split,551928,29.755103381350636,directed_split,3609,73,0.07453588251593239,0.0017386227363030728,0.8883929073642007,0.7201721365823072,10.564408350788932,11,551928,0,59.021728133782744,3,current,551928,29.266624752432108
case_074,4,1682239,414717,31.152007581666112,region_repartition_2_0,414717,32.978672076016665,region_repartition_2_0,3609,73,0.07453588251593239,0.0017386227363030728,0.8883929073642007,0.7201721365823072,10.564408350788932,11,414717,0,64.13067965768278,3,current,414717,31.152007581666112
case_074,5,1682239,335011,30.267651561647654,directed_split,335011,30.338513363152742,directed_split,3609,73,0.07453588251593239,0.0017386227363030728,0.8883929073642007,0.7201721365823072,10.564408350788932,11,335011,0,60.606164924800396,3,current,335011,30.267651561647654
case_075,2,1441809,1008737,43.13807191699743,grain_0.25,1008737,41.05105412006378,grain_0.25,7410,1,1.0,0.1040418221872182,0.6320811788743166,0.3697706648378762,6.309638279172231,6,1008737,0,84.18912603706121,0,current,1008737,43.13807191699743
case_075,3,1441809,778382,45.15499088540673,directed_split,778382,42.10543759353459,directed_split,7410,1,1.0,0.1040418221872182,0.6320811788743166,0.3697706648378762,6.309638279172231,6,778382,0,87.26042847894132,0,current,778382,45.15499088540673
case_075,4,1441809,698816,44.924774730578065,directed_split,698816,39.76897817105055,directed_split,7410,1,1.0,0.1040418221872182,0.6320811788743166,0.3697706648378762,6.309638279172231,6,698816,0,84.69375290162861,0,current,698816,44.924774730578065
case_075,5,1441809,709725,46.987561823800206,grain_0.25,709725,42.722925525158644,grain_0.25,7410,1,1.0,0.1040418221872182,0.6320811788743166,0.3697706648378762,6.309638279172231,6,709725,0,89.71048734895885,0,current,709725,46.987561823800206
case_076,2,6185113,3065214,279.035392254591,structural_component_lpt,3065214,331.126610012725,structural_component_lpt,32528,809,0.003750614854894245,0.00039578295684967037,0.8648505355768072,0.9597025665627249,13.65842675275921,2,3065214,0,610.162002267316,0,current,3065214,279.035392254591
case_076,3,6185113,2050028,276.3525307700038,structural_component_lpt,2050028,350.7394724264741,structural_component_lpt,32528,809,0.003750614854894245,0.00039578295684967037,0.8648505355768072,0.9597025665627249,13.65842675275921,2,2050028,0,627.0920031964779,0,current,2050028,276.3525307700038
case_076,4,6185113,1540201,289.6079237163067,structural_component_lpt,1540201,332.82027788832784,structural_component_lpt,32528,809,0.003750614854894245,0.00039578295684967037,0.8648505355768072,0.9597025665627249,13.65842675275921,2,1540201,0,622.4282016046345,0,current,1540201,289.6079237163067
case_076,5,6185113,1236760,304.54562766104937,directed_split,1236760,348.11487849615514,directed_split,32528,809,0.003750614854894245,0.00039578295684967037,0.8648505355768072,0.9597025665627249,13.65842675275921,2,1236760,0,652.6605061572045,0,current,1236760,304.54562766104937
case_077,2,495320,248734,30.426640367135406,structural_component_lpt,248734,30.743923844769597,structural_component_lpt,4486,41,0.4672313865358894,0.028291292172482874,0.7524407782958206,0.20100875185638362,14.540394654378549,9,248734,0,61.170564211905,4,current,248734,30.426640367135406
case_077,3,495320,168976,30.942241359502077,structural_component_lpt,168976,30.885335689410567,structural_component_lpt,4486,41,0.4672313865358894,0.028291292172482874,0.7524407782958206,0.20100875185638362,14.540394654378549,9,168976,0,61.827577048912644,4,current,168976,30.942241359502077
case_077,4,495320,127832,28.890890756621957,structural_component_lpt,127832,30.456338673830032,structural_component_lpt,4486,41,0.4672313865358894,0.028291292172482874,0.7524407782958206,0.20100875185638362,14.540394654378549,9,127832,0,59.34722943045199,4,current,127832,28.890890756621957
case_077,5,495320,115141,31.855678901076317,directed_split,115141,27.146996643394232,directed_split,4486,41,0.4672313865358894,0.028291292172482874,0.7524407782958206,0.20100875185638362,14.540394654378549,9,115141,0,59.00267554447055,4,current,115141,31.855678901076317
case_078,2,2296143,1179848,2.03326349996496,local_reschedule,1179848,3.6856334675103426,local_reschedule,1024,8,0.125,0.11527080344332855,0.9517575322812052,0.9562467954195863,3.356348637015782,2,1179848,0,5.7188969674753025,4,current,1179848,2.03326349996496
case_078,3,2296143,840459,2.0231179000111297,random_boundary,840459,3.7251386269927025,random_boundary,1024,8,0.125,0.11527080344332855,0.9517575322812052,0.9562467954195863,3.356348637015782,2,840459,0,5.748256527003832,4,current,840459,2.0231179000111297
case_078,4,2296143,621588,1.9583045999752358,region_repartition_2_0,733614,3.9496504813432693,random_boundary,1024,8,0.125,0.11527080344332855,0.9517575322812052,0.9562467954195863,3.356348637015782,2,621588,0,5.907955081318505,4,current,621588,1.9583045999752358
case_078,5,2296143,635493,2.0469953999854624,directed_split,689105,3.9453702326864004,grain_0.25,1024,8,0.125,0.11527080344332855,0.9517575322812052,0.9562467954195863,3.356348637015782,2,635493,0,5.992365632671863,4,current,635493,2.0469953999854624
case_079,2,31052251,14956594,212.29545450396836,greedy,14956594,143.22960446029902,greedy,18720,288,0.003472222222222222,0.00017936078131870674,0.8866902728598208,1.0,7.1070378856256795,1,14956594,0,355.5250589642674,4,current,14956594,212.29545450396836
case_079,3,31052251,10106197,197.46167740412056,structural_memory_batches,10110322,149.27204957418144,region_boundary_1139_0,18720,288,0.003472222222222222,0.00017936078131870674,0.8866902728598208,1.0,7.1070378856256795,1,10106197,0,346.733726978302,4,current,10106197,197.46167740412056
case_079,4,31052251,7609995,200.1762691102922,directed_split,7654780,144.83730993047357,grain_1.0,18720,288,0.003472222222222222,0.00017936078131870674,0.8866902728598208,1.0,7.1070378856256795,1,7609995,0,345.01357904076576,4,current,7609995,200.1762691102922
case_079,5,31052251,6022007,218.3692396506667,directed_split,6193893,150.87484379671514,grain_1.0,18720,288,0.003472222222222222,0.00017936078131870674,0.8866902728598208,1.0,7.1070378856256795,1,6022007,0,369.24408344738185,4,current,6022007,218.3692396506667
case_080,2,292138,145757,2.756951899966225,directed_split,171205,5.657111316919327,region_boundary_284_0,1098,18,0.05555555555555555,0.002409840937576721,0.9337132224677288,1.0,20.680854362910416,1,145757,0,8.414063216885552,3,current,145757,2.756951899966225
case_080,3,292138,100325,2.7382760000182316,structural_memory_lpt,139696,5.59346491843462,region_boundary_784_0,1098,18,0.05555555555555555,0.002409840937576721,0.9337132224677288,1.0,20.680854362910416,1,100325,0,8.331740918452851,3,current,100325,2.7382760000182316
case_080,4,292138,111314,2.94687480002176,structural_memory_lpt,127654,6.175763517618179,grain_1.0,1098,18,0.05555555555555555,0.002409840937576721,0.9337132224677288,1.0,20.680854362910416,1,111314,0,9.12263831763994,3,current,111314,2.94687480002176
case_080,5,292138,113455,3.241101299994625,structural_memory_lpt,119713,6.203993279486895,grain_1.0,1098,18,0.05555555555555555,0.002409840937576721,0.9337132224677288,1.0,20.680854362910416,1,113455,0,9.44509457948152,3,current,113455,3.241101299994625
case_081,2,151795,76860,20.009726367890835,structural_component_lpt,76860,15.508241644129157,structural_component_lpt,3485,85,0.011764705882352941,0.002682484758609326,1.0,0.9998372925479987,29.856582633053222,5,76860,0,35.51796801201999,3,current,76860,20.009726367890835
case_081,3,151795,51943,19.448277017101645,structural_component_lpt,51943,18.377119686454535,structural_component_lpt,3485,85,0.011764705882352941,0.002682484758609326,1.0,0.9998372925479987,29.856582633053222,5,51943,0,37.82539670355618,3,current,51943,19.448277017101645
case_081,4,151795,39588,18.979008795693517,structural_component_lpt,39588,18.651162445545197,structural_component_lpt,3485,85,0.011764705882352941,0.002682484758609326,1.0,0.9998372925479987,29.856582633053222,5,39588,0,37.63017124123871,3,current,39588,18.979008795693517
case_081,5,151795,30943,18.859693311154842,structural_component_lpt,30943,17.226037804037333,structural_component_lpt,3485,85,0.011764705882352941,0.002682484758609326,1.0,0.9998372925479987,29.856582633053222,5,30943,0,36.085731115192175,3,current,30943,18.859693311154842
case_082,2,721041,497483,21.4099442306906,directed_split,497483,21.755069451406598,directed_split,4113,1,1.0,0.05895212040073213,0.6121965889908613,0.3925488077456807,6.02573455700214,7,497483,0,43.1650136820972,0,current,497483,21.4099442306906
case_082,3,721041,378014,22.64354177005589,directed_split,378014,18.976345047354698,directed_split,4113,1,1.0,0.05895212040073213,0.6121965889908613,0.3925488077456807,6.02573455700214,7,378014,0,41.61988681741059,0,current,378014,22.64354177005589
case_082,4,721041,328283,22.906507432460785,directed_split,328283,15.207915335893631,directed_split,4113,1,1.0,0.05895212040073213,0.6121965889908613,0.3925488077456807,6.02573455700214,7,328283,0,38.114422768354416,0,current,328283,22.906507432460785
case_082,5,721041,312290,22.52443098463118,local_reschedule,312290,20.134058829396963,local_reschedule,4113,1,1.0,0.05895212040073213,0.6121965889908613,0.3925488077456807,6.02573455700214,7,312290,0,42.658489814028144,0,current,312290,22.52443098463118
case_083,2,1057993,543456,25.183300744742155,region_repartition_3_0,543456,16.346733594313264,region_repartition_3_0,3844,31,0.03225806451612903,0.03225806451612903,0.9191734607815575,0.7855772608143525,15.268938122919822,2,543456,0,41.53003433905542,0,current,543456,25.183300744742155
case_083,3,1057993,436908,24.784992896020412,region_repartition_2_0,436908,13.342671699821949,region_repartition_2_0,3844,31,0.03225806451612903,0.03225806451612903,0.9191734607815575,0.7855772608143525,15.268938122919822,2,436908,0,38.12766459584236,0,current,436908,24.784992896020412
case_083,4,1057993,417384,25.635069552809,directed_split,417384,15.647495873272419,directed_split,3844,31,0.03225806451612903,0.03225806451612903,0.9191734607815575,0.7855772608143525,15.268938122919822,2,417384,0,41.28256542608142,0,current,417384,25.635069552809
case_083,5,1057993,391729,26.186233619228005,region_repartition_2_0,391729,14.013488784432411,region_repartition_2_0,3844,31,0.03225806451612903,0.03225806451612903,0.9191734607815575,0.7855772608143525,15.268938122919822,2,391729,0,40.19972240366042,0,current,391729,26.186233619228005
case_084,2,2507412,1254320,76.92538088560104,directed_split,1254320,70.44044405221939,directed_split,8616,1077,0.0009285051067780873,0.0009285051067780873,0.5051546391752577,0.0,15.258591065292096,2,1254320,0,147.36582493782043,3,current,1254320,76.92538088560104
case_084,3,2507412,836116,75.19333186373115,directed_split,836116,69.28249398060143,directed_split,8616,1077,0.0009285051067780873,0.0009285051067780873,0.5051546391752577,0.0,15.258591065292096,2,836116,0,144.47582584433258,3,current,836116,75.19333186373115
case_084,4,2507412,629028,69.95107381232083,structural_component_lpt,629028,68.29853094741702,structural_component_lpt,8616,1077,0.0009285051067780873,0.0009285051067780873,0.5051546391752577,0.0,15.258591065292096,2,629028,0,138.24960475973785,3,current,629028,69.95107381232083
